id,file,acl_misconfig,arithmetic_overflow_underflow,callback_replay
66,ConfidentialCrossMarginLending.sol,0,0,0
225,EncryptedDecentralizedScienceFundingDAO.sol,0,0,0
100,ConfidentialStakingYieldOptimizer.sol,0,0,0
72,ConfidentialERC20StableCoin.sol,0,0,0
201,EncryptedCorporateBoardVoting.sol,0,0,0
188,EncryptedCattleRanchingFuturesMarket.sol,0,0,0
155,EncryptedAgriculturalInputSubsidy.sol,0,0,0
126,DarkpoolAMM_b10_001.sol,0,0,0
233,EncryptedDutchAuction_b9_003.sol,0,0,0
118,CrimsonPeakToken.sol,0,0,0
75,ConfidentialFeeOnTransferToken.sol,0,0,0
174,EncryptedBlackjackCardGame.sol,0,0,0
11,AccessControlWhitelist_b3_001.sol,0,0,0
117,CovertDCA.sol,0,0,0
184,EncryptedCarbonCreditMarket.sol,0,0,0
158,EncryptedAircraftEngineLeasePortfolio.sol,0,0,0
64,ConfidentialCreditDelegation.sol,0,0,0
2,AcademicGrantReview.sol,0,0,0
43,BlindKPIBonus_b8_002.sol,0,0,0
123,DaoTreasuryRisk_b11_010.sol,0,0,0
18,ArtworkBlindAuction.sol,0,0,0
168,EncryptedAutomotiveLeaseResidualValueGuarantee.sol,0,0,0
230,EncryptedDrugCounterfeitDetection.sol,0,0,0
54,CarbonTradingExchange.sol,0,0,0
77,ConfidentialInsurancePremiumToken.sol,0,0,0
200,EncryptedCommunityVotingDAO.sol,0,0,0
41,BlindDutchAuction_b13_004.sol,0,0,0
70,ConfidentialElectionCommissionVoting.sol,0,0,0
211,EncryptedCrowdfundingLaunchpad.sol,0,0,0
130,DecentralizedAnonymousFreelance.sol,0,0,0
193,EncryptedChildSupportEscrow.sol,0,0,0
106,ConfidentialTokenizedRealEstateInvestmentTrust.sol,0,0,0
197,EncryptedCommoditySpotExchange.sol,0,0,0
12,AgriculturePrivateCommodityHedge.sol,0,0,0
143,DeFiPrivateCreditFacility.sol,0,0,0
44,BlindMatchmakingDating.sol,0,0,0
218,EncryptedCyberInsuranceRiskPool.sol,0,0,0
161,EncryptedAircraftLeasePortfolio.sol,0,0,0
62,ConfidentialCarbonTaxRebateDistribution.sol,0,0,0
58,CommunityGardenPlotVote.sol,0,0,0
641,PrivateCrowdfundedSolarFarmCooperative.sol,0,0,1
577,PrivateAircraftLeasing.sol,0,0,1
634,PrivateCreditRatingAgency.sol,0,0,1
555,NuclearFacilityClearance.sol,0,0,1
695,PrivateFoodSafetyTraceability.sol,0,0,1
674,PrivateElectionCommission.sol,0,0,1
698,PrivateForestCarbonSequestrationVault.sol,0,0,1
652,PrivateDecentralizedExchangeOrderBook.sol,0,0,1
604,PrivateBiogasCaptureAndCertification.sol,0,0,1
552,NeighborhoodZoningPoll.sol,0,0,1
597,PrivateAviationCarbonOffsetExchange.sol,0,0,1
655,PrivateDeepSeaMiningRoyalty.sol,0,0,1
608,PrivateCarbonCreditForwardDelivery.sol,0,0,1
594,PrivateArtistAdvanceContract.sol,0,0,1
571,PrivacyUniversalBasicIncome.sol,0,0,1
579,PrivateAircraftMaintenanceEscrow.sol,0,0,1
622,PrivateColdStorageWarehouseCapacityLease.sol,0,0,1
596,PrivateAutomatedMarketMakerBondingCurve.sol,0,0,1
656,PrivateDefenseContractBidding.sol,0,0,1
666,PrivateDividendDistribution_b13_002.sol,0,0,1
564,PatentRightsBidding.sol,0,0,1
553,NFTStakingRewards.sol,0,0,1
606,PrivateBiopharmaClinicalDataBrokerage.sol,0,0,1
671,PrivateDungeonRPG.sol,0,0,1
694,PrivateFoodBeverageFranchiseRoyalty.sol,0,0,1
693,PrivateFloodInsuranceRiskPool.sol,0,0,1
586,PrivateAPIGateway.sol,0,0,1
697,PrivateForestCarbonSequestration.sol,0,0,1
681,PrivateEnergyGridTokenizedCapacity.sol,0,0,1
687,PrivateEsportsPlayerTransferMarket.sol,0,0,1
574,PrivateAgingPopulationPensionFund.sol,0,0,1
602,PrivateBankruptcyEstateDistribution.sol,0,0,1
628,PrivateCommodityForwardContract.sol,0,0,1
680,PrivateElectronicHealthRecordAccessControl.sol,0,0,1
559,OnyxInstitutionalToken.sol,0,0,1
669,PrivateDroneDeliveryRouteAuction.sol,0,0,1
657,PrivateDefenseContractorBidding.sol,0,0,1
557,ObscureLiquidity.sol,0,0,1
551,MysticLootBox.sol,0,0,1
556,ObscuredCorporateVesting.sol,0,0,1
601,PrivateBankruptcyClaimsProcessor.sol,0,0,1
612,PrivateCarbonForwardMarket.sol,0,0,1
676,PrivateElectricGridBatteryStorageAuction.sol,0,0,1
683,PrivateEquipmentRentalPlatform.sol,0,0,1
648,PrivateDebtCollectionAgency.sol,0,0,1
699,PrivateFoundationGrantAllocation.sol,0,0,1
600,PrivateAviationInsuranceUnderwritingPool.sol,0,0,1
678,PrivateElectricVehicleChargingRevenueShare.sol,0,0,1
668,PrivateDocumentVault.sol,0,0,1
609,PrivateCarbonCreditForwardSettlement.sol,0,0,1
677,PrivateElectricGridDemandResponse.sol,0,0,1
590,PrivateArtGalleryConsignment.sol,0,0,1
630,PrivateConstructionContractBid.sol,0,0,1
605,PrivateBioMassEnergyFeedstockContract.sol,0,0,1
691,PrivateFlashLoanArbitrage.sol,0,0,1
591,PrivateArtificialIntelligenceModelAuction.sol,0,0,1
672,PrivateDutchAuctionDecreasingPrice.sol,0,0,1
682,PrivateEquineRacehorseSyndicateBid.sol,0,0,1
614,PrivateCarbonTrading_b11_004.sol,0,0,1
588,PrivateAquacultureSalmonFarmBond.sol,0,0,1
629,PrivateCommodityFutures.sol,0,0,1
684,PrivateEquityCrowdfundingRound.sol,0,0,1
631,PrivateCottonTextileMillProcurement.sol,0,0,1
615,PrivateCarLeasePortfolio.sol,0,0,1
658,PrivateDeFiFlashLoanAudit.sol,0,0,1
582,PrivateAirportLandingSlotAuction.sol,0,0,1
675,PrivateElectoralFinanceTracker.sol,0,0,1
700,PrivateFractionalArtOwnership.sol,0,0,1
568,PrivacyEncryptedCreditScore.sol,0,0,1
610,PrivateCarbonCreditRegistryAndTrading.sol,0,0,1
575,PrivateAgricultureCropFuturesExchange.sol,0,0,1
679,PrivateElectricVehicleFleetLease.sol,0,0,1
562,OTCDarkpool_b5_006.sol,0,0,1
565,PensionFundManager.sol,0,0,1
619,PrivateCharityEndowment.sol,0,0,1
621,PrivateClinicalTrialDataSharing.sol,0,0,1
637,PrivateCropYieldInsurancePool.sol,0,0,1
607,PrivateCannabisLicenseBidding.sol,0,0,1
663,PrivateDigitalTwinAssetValuation.sol,0,0,1
627,PrivateCommercialRealEstateLoan.sol,0,0,1
667,PrivateDividendReinvestment.sol,0,0,1
570,PrivacyRealWorldKYC.sol,0,0,1
585,PrivateAntiMoneyLaunderingCompliance.sol,0,0,1
647,PrivateCyberRansomNegotiationEscrow.sol,0,0,1
645,PrivateCryptoVentureCapitalSyndicate.sol,0,0,1
696,PrivateFoodSafetyTraceabilitySystem.sol,0,0,1
690,PrivateFertilityClinicDonorMatching.sol,0,0,1
611,PrivateCarbonFootprintTracker.sol,0,0,1
620,PrivateCinemaBoxOfficeRevenueSharing.sol,0,0,1
624,PrivateCollateralizedLendingVault.sol,0,0,1
626,PrivateCollateralVault.sol,0,0,1
554,NightOwlStablecoin.sol,0,0,1
603,PrivateBattleRoyale.sol,0,0,1
567,PhilanthropyPrivateDonationMatching.sol,0,0,1
616,PrivateCatastropheBondIssuance.sol,0,0,1
692,PrivateFlightInsurance_b11_008.sol,0,0,1
665,PrivateDistillerySpiritsAging.sol,0,0,1
661,PrivateDiamondGradingRegistry.sol,0,0,1
673,PrivateElderCareAssetProtection.sol,0,0,1
646,PrivateCyberInsuranceUnderwriting.sol,0,0,1
654,PrivateDeepSeaCableCapacityLease.sol,0,0,1
638,PrivateCrossChainBridgeFeeOptimizer.sol,0,0,1
584,PrivateAntarcticResearchStationSupply.sol,0,0,1
598,PrivateAviationFuelHedge.sol,0,0,1
662,PrivateDigitalAssetInheritance.sol,0,0,1
623,PrivateCollaborativeResearchGrant.sol,0,0,1
686,PrivateEscrowToken.sol,0,0,1
569,PrivacyEncryptedSalaryBenchmark.sol,0,0,1
633,PrivateCreditDefaultSwapVault.sol,0,0,1
572,PrivacyWhistleblowerProtection.sol,0,0,1
578,PrivateAircraftMaintenanceBid.sol,0,0,1
613,PrivateCarbonOffsetAuction.sol,0,0,1
561,OpaqueGovernor.sol,0,0,1
587,PrivateAPIKeyManager.sol,0,0,1
644,PrivateCryptoHedgeFundNAV.sol,0,0,1
560,OpaqueDividendDistributor.sol,0,0,1
650,PrivateDebtMarketplace.sol,0,0,1
625,PrivateCollateralLending.sol,0,0,1
595,PrivateAutoLoanOrigination.sol,0,0,1
632,PrivateCreditDefaultSwapRegistry.sol,0,0,1
484,GameEncryptedChessRatingWager.sol,0,1,0
523,InsurancePremiumAuction.sol,0,1,0
447,ERC20PrivateDebtToken.sol,0,1,0
495,GamePrivateSportsBetting.sol,0,1,0
446,ERC20PrivacyPool_b1_020.sol,0,1,0
513,GovernancePrivateTimelock.sol,0,1,0
437,ERC20InsuranceFund_c2_016.sol,0,1,0
512,GovernancePrivateDAOTreasury.sol,0,1,0
419,ERC20Blacklist_b1_004.sol,0,1,0
412,EncryptedZeroKnowledgePaymentChannel.sol,0,1,0
441,ERC20MultiReward_c2_009.sol,0,1,0
474,FrequencySpectrumBid.sol,0,1,0
408,EncryptedYieldFarm.sol,0,1,0
460,ERC20SilentAirdrop_c2_012.sol,0,1,0
466,ERC20TaxRoyalty_b1_019.sol,0,1,0
453,ERC20PrivateRemittance.sol,0,1,0
547,MixedPrivateSalary_b7_002.sol,0,1,0
487,GameEncryptedHorseRacing.sol,0,1,0
548,MixedPrivateSurvey_b7_010.sol,0,1,0
525,IronwoodCurrencyToken.sol,0,1,0
430,ERC20Dividend_b1_012.sol,0,1,0
538,MedicalTrialConsentVote.sol,0,1,0
515,HealthcareEncryptedEHR.sol,0,1,0
424,ERC20CarbonNeutralToken.sol,0,1,0
477,GameBlindDragonQuest.sol,0,1,0
506,GamingRoulette_b5_008.sol,0,1,0
501,GamingFantasySports_b5_015.sol,0,1,0
413,EnergyGridCapacityBid.sol,0,1,0
410,EncryptedYieldOptimizer.sol,0,1,0
409,EncryptedYieldFarming.sol,0,1,0
454,ERC20PrivateRevenueShare.sol,0,1,0
449,ERC20PrivateGrantDAO_c2_018.sol,0,1,0
407,EncryptedWillExecutor.sol,0,1,0
416,EnterprisePrivateMergerArbitrage.sol,0,1,0
452,ERC20PrivatePayroll_c2_017.sol,0,1,0
414,EnergyPrivateGridBalance.sol,0,1,0
481,GameConfidentialLottery.sol,0,1,0
465,ERC20TaxDistribution_c2_014.sol,0,1,0
422,ERC20Capped_b1_003.sol,0,1,0
509,GamingTreasureHunt_b5_011.sol,0,1,0
494,GamePrivatePredictionMarket.sol,0,1,0
539,MixedAnonymousTipping_b7_003.sol,0,1,0
521,HRPrivatePerformanceBonus.sol,0,1,0
497,GamingBlackjack_b5_005.sol,0,1,0
404,EncryptedWildernessConservationCarbonCredit.sol,0,1,0
499,GamingCoinFlip_b3_004.sol,0,1,0
456,ERC20PrivateVault_c2_011.sol,0,1,0
532,LendingInterestBearing_b4_004.sol,0,1,0
423,ERC20CarbonCredit_c2_006.sol,0,1,0
496,GamingBattleship_b5_009.sol,0,1,0
543,MixedConfidentialWill_b7_009.sol,0,1,0
489,GameEncryptedQuestReward.sol,0,1,0
457,ERC20Rebasing_b1_015.sol,0,1,0
510,GovernanceEncryptedDelegation.sol,0,1,0
455,ERC20PrivateStablecoinCBDC.sol,0,1,0
439,ERC20LoyaltyPoints_c2_007.sol,0,1,0
436,ERC20Governance_b1_017.sol,0,1,0
473,FranchiseeRatingVote.sol,0,1,0
534,LendingPeerToPeer_b4_012.sol,0,1,0
514,GovernmentProcurementBid.sol,0,1,0
401,EncryptedWeatherDerivative.sol,0,1,0
431,ERC20EncryptedEmployeeEquityPlan.sol,0,1,0
516,HealthcareEncryptedVaccineRegistry.sol,0,1,0
420,ERC20BondingCurve_c2_004.sol,0,1,0
524,InsuranceRiskPoolBid.sol,0,1,0
503,GamingNumberGuess_b5_012.sol,0,1,0
472,FogOfWarArena.sol,0,1,0
429,ERC20DEXPrivate_c2_013.sol,0,1,0
458,ERC20Reward_b1_005.sol,0,1,0
546,MixedPrivateOracle_b7_004.sol,0,1,0
421,ERC20Burnable_b1_002.sol,0,1,0
478,GameBlindPokerCashTable.sol,0,1,0
469,ERC20WrappedConfidential_b1_018.sol,0,1,0
471,FantasyFootballPrivate.sol,0,1,0
492,GamePrivateChessWager.sol,0,1,0
537,MedicalRecordAccess.sol,0,1,0
493,GamePrivatePokerTournament.sol,0,1,0
536,MediaPrivateRoyaltyDistribution.sol,0,1,0
529,LendingCollateral_b2_005.sol,0,1,0
461,ERC20Snapshot_b1_008.sol,0,1,0
428,ERC20CreditLine_c2_015.sol,0,1,0
432,ERC20EncryptedEscrowToken_c2_019.sol,0,1,0
542,MixedConfidentialSupplyChain_b7_007.sol,0,1,0
535,MaskedFeeRouter.sol,0,1,0
434,ERC20FractionalNFT_c2_005.sol,0,1,0
467,ERC20Timelock_b1_010.sol,0,1,0
491,GamePrivateCasino.sol,0,1,0
519,HealthDataMarketplace.sol,0,1,0
482,GameEncryptedBattleRoyaleStaking.sol,0,1,0
462,ERC20SovereignBond_c2_020.sol,0,1,0
526,JurySelectionSystem.sol,0,1,0
517,HealthcarePrivateClinicalTrial.sol,0,1,0
479,GameBlindTreasureHunt.sol,0,1,0
531,LendingInsurance_b4_010.sol,0,1,0
520,HiddenYieldFarming_b12_001.sol,0,1,0
507,GamingRPGStats_b5_007.sol,0,1,0
541,MixedConfidentialEscrow_b7_001.sol,0,1,0
527,LegalPrivateEscrowDispute.sol,0,1,0
444,ERC20OZBurnable_c2_001.sol,0,1,0
545,MixedPrivateCrowdfund_b7_008.sol,0,1,0
415,EnterprisePrivateESGDisclosure.sol,0,1,0
433,ERC20FeeOnTransfer_b1_009.sol,0,1,0
463,ERC20Stablecoin_b1_011.sol,0,1,0
450,ERC20PrivateLoyaltyTiered.sol,0,1,0
464,ERC20StreamPayment_c2_003.sol,0,1,0
476,GameBlindBattleship.sol,0,1,0
483,GameEncryptedBattleRoyaleWager.sol,0,1,0
435,ERC20GatedAccess.sol,0,1,0
486,GameEncryptedFantasyLeague.sol,0,1,0
533,LendingMultiAsset_b4_008.sol,0,1,0
550,MunicipalBudgetVoting.sol,0,1,0
508,GamingSlot_b5_006.sol,0,1,0
425,ERC20ConditionalTransfer_c2_010.sol,0,1,0
426,ERC20ConfidentialVault.sol,0,1,0
443,ERC20OZAccessControl_c2_002.sol,0,1,0
500,GamingDice_b2_003.sol,0,1,0
544,MixedEncryptedMessaging_b7_005.sol,0,1,0
549,MunicipalBudgetVote.sol,0,1,0
528,LendingCDPVault_b4_006.sol,0,1,0
540,MixedBlindTender_b7_006.sol,0,1,0
940,StakingLiquidityMining_b4_005.sol,0,1,1
926,ShieldedLoyaltyToken.sol,0,1,1
920,ShadowRouter.sol,0,1,1
939,StakingGaugeVote_b4_013.sol,0,1,1
935,SportingEventTicketAuction.sol,0,1,1
919,ShadowPayrollToken.sol,0,1,1
906,RealEstateSilentBid.sol,0,1,1
944,StealthLimitBook.sol,0,1,1
937,StakingAutoCompound_b4_011.sol,0,1,1
932,SilentYieldVault.sol,0,1,1
934,SovereignDebtAuction.sol,0,1,1
912,SecretContentPlatform.sol,0,1,1
928,ShieldedStopLoss.sol,0,1,1
933,SilverLeafToken.sol,0,1,1
929,ShieldedSubscriptionManager.sol,0,1,1
931,SilentYieldAggregator.sol,0,1,1
916,SecuredTokenVesting_b13_005.sol,0,1,1
913,SecretDiceLeague.sol,0,1,1
927,ShieldedStablecoin.sol,0,1,1
948,SupplyChainEncryptedAudit.sol,0,1,1
910,SealedBidSyndicate_b10_002.sol,0,1,1
930,ShieldedV2Liquidity.sol,0,1,1
902,PrivateYieldFarmingPool.sol,0,1,1
925,ShieldedLiquidityFarm.sol,0,1,1
917,SecureMedicalResearchData.sol,0,1,1
907,ReverseAuctionProcurement_b6_002.sol,0,1,1
938,StakingEncryptedLiquidityBootstrap.sol,0,1,1
923,ShieldedCredentials.sol,0,1,1
936,SportsAthleteEndorsementBid.sol,0,1,1
946,SupplierReputationMatrix.sol,0,1,1
903,RealEstateDeedRegistry.sol,0,1,1
915,SecretPokerTable.sol,0,1,1
921,ShadowSwapRelayer.sol,0,1,1
945,StealthP2PLending.sol,0,1,1
918,ShadowOrderBook.sol,0,1,1
943,StakingYield_b3_002.sol,0,1,1
908,RoleBasedContentGating.sol,0,1,1
924,ShieldedDutchAuction.sol,0,1,1
922,ShadowSyntheticAsset.sol,0,1,1
904,RealEstatePrivateMortgage.sol,0,1,1
391,EncryptedUniversityEndowmentFund.sol,1,0,0
262,EncryptedHospitalBillingAdjudicator.sol,1,0,0
266,EncryptedInsiderTradingMonitor.sol,1,0,0
278,EncryptedLiquidityPoolAMM.sol,1,0,0
290,EncryptedMortgageOrigination.sol,1,0,0
349,EncryptedRockPaperScissorsGame.sol,1,0,0
260,EncryptedHighSpeedRailCapacityBidding.sol,1,0,0
272,EncryptedKYCRegistry.sol,1,0,0
277,EncryptedLiquidityPool.sol,1,0,0
375,EncryptedSupplyChain_b7_002.sol,1,0,0
289,EncryptedMiningPoolRewards.sol,1,0,0
316,EncryptedPokerCardGameRNG.sol,1,0,0
275,EncryptedLegalEscrowSettlement.sol,1,0,0
314,EncryptedPharmacyBenefitManager.sol,1,0,0
343,EncryptedRealEstate_b8_003.sol,1,0,0
319,EncryptedPredictionMarketResolution.sol,1,0,0
382,EncryptedTimberHarvestLicensing.sol,1,0,0
369,EncryptedSportsTransferFeeEscrow.sol,1,0,0
306,EncryptedNuclearWasteTracking.sol,1,0,0
304,EncryptedNuclearFuelCycleTracker.sol,1,0,0
267,EncryptedInsurance_b5_005.sol,1,0,0
326,EncryptedPrivateEquitySecondary.sol,1,0,0
374,EncryptedSubscriptions_b11_007.sol,1,0,0
338,EncryptedQuantumSafeCustodyVault.sol,1,0,0
335,EncryptedPrivateTaxAuthorityAuditFlag.sol,1,0,0
280,EncryptedLotteryRandomDraw.sol,1,0,0
352,EncryptedRoyaltyDistribution.sol,1,0,0
274,EncryptedLandRegistryTitle.sol,1,0,0
302,EncryptedNuclearFuelCycleContract.sol,1,0,0
281,EncryptedLuxuryWatchAuthentication.sol,1,0,0
400,EncryptedWealthTaxRegistration.sol,1,0,0
303,EncryptedNuclearFuelCycleManagement.sol,1,0,0
339,EncryptedRacetrackBettingPool.sol,1,0,0
323,EncryptedPrivateBankWealth.sol,1,0,0
261,EncryptedHighwayConstructionBid.sol,1,0,0
268,EncryptedInsuranceClaim.sol,1,0,0
344,EncryptedReferendumVoting.sol,1,0,0
315,EncryptedPharmaPatentLicensing.sol,1,0,0
357,EncryptedSoccerAthleteTransferMarket.sol,1,0,0
292,EncryptedMultiSigAccessControl.sol,1,0,0
332,EncryptedPrivatePlacementMemorandum.sol,1,0,0
397,EncryptedVoterRegistration.sol,1,0,0
288,EncryptedMilitarySupplyChain.sol,1,0,0
269,EncryptedInterBankSettlement.sol,1,0,0
258,EncryptedHealthInsurancePool.sol,1,0,0
